continent,country,metric,year,value
Africa,Niger,gdpPercap,1982,909.7221354
Africa,Niger,lifeExp,1982,42.598
Africa,Niger,pop,1982,6437188.0
Africa,Niger,gdpPercap,1987,668.3000228
Africa,Niger,lifeExp,1987,44.555
Africa,Niger,pop,1987,7332638.0
Africa,Niger,gdpPercap,1992,581.182725
Africa,Niger,lifeExp,1992,47.391
Africa,Niger,pop,1992,8392818.0
Africa,Niger,gdpPercap,1997,580.3052092
Africa,Niger,lifeExp,1997,51.313
Africa,Niger,pop,1997,9666252.0
Africa,Niger,gdpPercap,2002,601.0745012
Africa,Niger,lifeExp,2002,54.496
Africa,Niger,pop,2002,11140655.0
Africa,Niger,gdpPercap,2007,619.6768924
Africa,Niger,lifeExp,2007,56.867
Africa,Niger,pop,2007,12894865.0
Africa,Nigeria,gdpPercap,1952,1077.281856
Africa,Nigeria,lifeExp,1952,36.324
Africa,Nigeria,pop,1952,33119096.0
Africa,Nigeria,gdpPercap,1957,1100.592563
Africa,Nigeria,lifeExp,1957,37.802
Africa,Nigeria,pop,1957,37173340.0
Africa,Nigeria,gdpPercap,1962,1150.927478
Africa,Nigeria,lifeExp,1962,39.36
Africa,Nigeria,pop,1962,41871351.0
Africa,Nigeria,gdpPercap,1967,1014.514104
Africa,Nigeria,lifeExp,1967,41.04
Africa,Nigeria,pop,1967,47287752.0
Africa,Nigeria,gdpPercap,1972,1698.388838
Africa,Nigeria,lifeExp,1972,42.821
Africa,Nigeria,pop,1972,53740085.0
Africa,Nigeria,gdpPercap,1977,1981.951806
Africa,Nigeria,lifeExp,1977,44.514
Africa,Nigeria,pop,1977,62209173.0
Africa,Nigeria,gdpPercap,1982,1576.97375
Africa,Nigeria,lifeExp,1982,45.826
Africa,Nigeria,pop,1982,73039376.0
Africa,Nigeria,gdpPercap,1987,1385.029563
Africa,Nigeria,lifeExp,1987,46.886
Africa,Nigeria,pop,1987,81551520.0
Africa,Nigeria,gdpPercap,1992,1619.848217
Africa,Nigeria,lifeExp,1992,47.472
Africa,Nigeria,pop,1992,93364244.0
Africa,Nigeria,gdpPercap,1997,1624.941275
Africa,Nigeria,lifeExp,1997,47.464
Africa,Nigeria,pop,1997,106207839.0
Africa,Nigeria,gdpPercap,2002,1615.286395
Africa,Nigeria,lifeExp,2002,46.608
Africa,Nigeria,pop,2002,119901274.0
Africa,Nigeria,gdpPercap,2007,2013.977305
Africa,Nigeria,lifeExp,2007,46.859
Africa,Nigeria,pop,2007,135031164.0
Africa,Reunion,gdpPercap,1952,2718.885295
Africa,Reunion,lifeExp,1952,52.724
Africa,Reunion,pop,1952,257700.0
Africa,Reunion,gdpPercap,1957,2769.451844
Africa,Reunion,lifeExp,1957,55.09
Africa,Reunion,pop,1957,308700.0
Africa,Reunion,gdpPercap,1962,3173.72334
Africa,Reunion,lifeExp,1962,57.666
Africa,Reunion,pop,1962,358900.0
Africa,Reunion,gdpPercap,1967,4021.175739
Africa,Reunion,lifeExp,1967,60.542
Africa,Reunion,pop,1967,414024.0
Africa,Reunion,gdpPercap,1972,5047.658563
Africa,Reunion,lifeExp,1972,64.274
Africa,Reunion,pop,1972,461633.0
Africa,Reunion,gdpPercap,1977,4319.804067
Africa,Reunion,lifeExp,1977,67.064
Africa,Reunion,pop,1977,492095.0
Africa,Reunion,gdpPercap,1982,5267.219353
Africa,Reunion,lifeExp,1982,69.885
Africa,Reunion,pop,1982,517810.0
Africa,Reunion,gdpPercap,1987,5303.377488
Africa,Reunion,lifeExp,1987,71.913
Africa,Reunion,pop,1987,562035.0
Africa,Reunion,gdpPercap,1992,6101.255823
Africa,Reunion,lifeExp,1992,73.615
Africa,Reunion,pop,1992,622191.0
Africa,Reunion,gdpPercap,1997,6071.941411
Africa,Reunion,lifeExp,1997,74.772
Africa,Reunion,pop,1997,684810.0
Africa,Reunion,gdpPercap,2002,6316.1652
Africa,Reunion,lifeExp,2002,75.744
Africa,Reunion,pop,2002,743981.0
Africa,Reunion,gdpPercap,2007,7670.122558
Africa,Reunion,lifeExp,2007,76.442
Africa,Reunion,pop,2007,798094.0
Africa,Rwanda,gdpPercap,1952,493.3238752
Africa,Rwanda,lifeExp,1952,40.0
Africa,Rwanda,pop,1952,2534927.0
Africa,Rwanda,gdpPercap,1957,540.2893983
Africa,Rwanda,lifeExp,1957,41.5
Africa,Rwanda,pop,1957,2822082.0
Africa,Rwanda,gdpPercap,1962,597.4730727
Africa,Rwanda,lifeExp,1962,43.0
Africa,Rwanda,pop,1962,3051242.0
Africa,Rwanda,gdpPercap,1967,510.9637142
Africa,Rwanda,lifeExp,1967,44.1
Africa,Rwanda,pop,1967,3451079.0
Africa,Rwanda,gdpPercap,1972,590.5806638
Africa,Rwanda,lifeExp,1972,44.6
Africa,Rwanda,pop,1972,3992121.0
Africa,Rwanda,gdpPercap,1977,670.0806011
Africa,Rwanda,lifeExp,1977,45.0
Africa,Rwanda,pop,1977,4657072.0
Africa,Rwanda,gdpPercap,1982,881.5706467
Africa,Rwanda,lifeExp,1982,46.218
Africa,Rwanda,pop,1982,5507565.0
Africa,Rwanda,gdpPercap,1987,847.991217
Africa,Rwanda,lifeExp,1987,44.02
Africa,Rwanda,pop,1987,6349365.0
Africa,Rwanda,gdpPercap,1992,737.0685949
Africa,Rwanda,lifeExp,1992,23.599
Africa,Rwanda,pop,1992,7290203.0
Africa,Rwanda,gdpPercap,1997,589.9445051
Africa,Rwanda,lifeExp,1997,36.087
Africa,Rwanda,pop,1997,7212583.0
Africa,Rwanda,gdpPercap,2002,785.6537648
Africa,Rwanda,lifeExp,2002,43.413
Africa,Rwanda,pop,2002,7852401.0
Africa,Rwanda,gdpPercap,2007,863.0884639
Africa,Rwanda,lifeExp,2007,46.242
Africa,Rwanda,pop,2007,8860588.0
Africa,Sao Tome and Principe,gdpPercap,1952,879.5835855
Africa,Sao Tome and Principe,lifeExp,1952,46.471
Africa,Sao Tome and Principe,pop,1952,60011.0
Africa,Sao Tome and Principe,gdpPercap,1957,860.7369026
Africa,Sao Tome and Principe,lifeExp,1957,48.945
Africa,Sao Tome and Principe,pop,1957,61325.0
Africa,Sao Tome and Principe,gdpPercap,1962,1071.551119
Africa,Sao Tome and Principe,lifeExp,1962,51.893
Africa,Sao Tome and Principe,pop,1962,65345.0
Africa,Sao Tome and Principe,gdpPercap,1967,1384.840593
Africa,Sao Tome and Principe,lifeExp,1967,54.425
Africa,Sao Tome and Principe,pop,1967,70787.0
Africa,Sao Tome and Principe,gdpPercap,1972,1532.985254
Africa,Sao Tome and Principe,lifeExp,1972,56.48
Africa,Sao Tome and Principe,pop,1972,76595.0
Africa,Sao Tome and Principe,gdpPercap,1977,1737.561657
Africa,Sao Tome and Principe,lifeExp,1977,58.55
Africa,Sao Tome and Principe,pop,1977,86796.0
Africa,Sao Tome and Principe,gdpPercap,1982,1890.218117
Africa,Sao Tome and Principe,lifeExp,1982,60.351
Africa,Sao Tome and Principe,pop,1982,98593.0
Africa,Sao Tome and Principe,gdpPercap,1987,1516.525457
Africa,Sao Tome and Principe,lifeExp,1987,61.728
Africa,Sao Tome and Principe,pop,1987,110812.0
Africa,Sao Tome and Principe,gdpPercap,1992,1428.777814
Africa,Sao Tome and Principe,lifeExp,1992,62.742
Africa,Sao Tome and Principe,pop,1992,125911.0
Africa,Sao Tome and Principe,gdpPercap,1997,1339.076036
Africa,Sao Tome and Principe,lifeExp,1997,63.306
Africa,Sao Tome and Principe,pop,1997,145608.0
Africa,Sao Tome and Principe,gdpPercap,2002,1353.09239
Africa,Sao Tome and Principe,lifeExp,2002,64.337
Africa,Sao Tome and Principe,pop,2002,170372.0
Africa,Sao Tome and Principe,gdpPercap,2007,1598.435089
Africa,Sao Tome and Principe,lifeExp,2007,65.528
Africa,Sao Tome and Principe,pop,2007,199579.0
Africa,Senegal,gdpPercap,1952,1450.356983
Africa,Senegal,lifeExp,1952,37.278
Africa,Senegal,pop,1952,2755589.0
Africa,Senegal,gdpPercap,1957,1567.653006
Africa,Senegal,lifeExp,1957,39.329
Africa,Senegal,pop,1957,3054547.0
Africa,Senegal,gdpPercap,1962,1654.988723
Africa,Senegal,lifeExp,1962,41.454
Africa,Senegal,pop,1962,3430243.0
Africa,Senegal,gdpPercap,1967,1612.404632
Africa,Senegal,lifeExp,1967,43.563
Africa,Senegal,pop,1967,3965841.0
Africa,Senegal,gdpPercap,1972,1597.712056
Africa,Senegal,lifeExp,1972,45.815
Africa,Senegal,pop,1972,4588696.0
Africa,Senegal,gdpPercap,1977,1561.769116
Africa,Senegal,lifeExp,1977,48.879
Africa,Senegal,pop,1977,5260855.0
Africa,Senegal,gdpPercap,1982,1518.479984
Africa,Senegal,lifeExp,1982,52.379
Africa,Senegal,pop,1982,6147783.0
Africa,Senegal,gdpPercap,1987,1441.72072
Africa,Senegal,lifeExp,1987,55.769
Africa,Senegal,pop,1987,7171347.0
Africa,Senegal,gdpPercap,1992,1367.899369
Africa,Senegal,lifeExp,1992,58.196
Africa,Senegal,pop,1992,8307920.0
Africa,Senegal,gdpPercap,1997,1392.368347
Africa,Senegal,lifeExp,1997,60.187
Africa,Senegal,pop,1997,9535314.0
Africa,Senegal,gdpPercap,2002,1519.635262
Africa,Senegal,lifeExp,2002,61.6
Africa,Senegal,pop,2002,10870037.0
Africa,Senegal,gdpPercap,2007,1712.472136
Africa,Senegal,lifeExp,2007,63.062
Africa,Senegal,pop,2007,12267493.0
Africa,Sierra Leone,gdpPercap,1952,879.7877358
Africa,Sierra Leone,lifeExp,1952,30.331
Africa,Sierra Leone,pop,1952,2143249.0
Africa,Sierra Leone,gdpPercap,1957,1004.484437
Africa,Sierra Leone,lifeExp,1957,31.57
Africa,Sierra Leone,pop,1957,2295678.0
Africa,Sierra Leone,gdpPercap,1962,1116.639877
Africa,Sierra Leone,lifeExp,1962,32.767
Africa,Sierra Leone,pop,1962,2467895.0
Africa,Sierra Leone,gdpPercap,1967,1206.043465
Africa,Sierra Leone,lifeExp,1967,34.113
Africa,Sierra Leone,pop,1967,2662190.0
Africa,Sierra Leone,gdpPercap,1972,1353.759762
Africa,Sierra Leone,lifeExp,1972,35.4
Africa,Sierra Leone,pop,1972,2879013.0
Africa,Sierra Leone,gdpPercap,1977,1348.285159
Africa,Sierra Leone,lifeExp,1977,36.788
Africa,Sierra Leone,pop,1977,3140897.0
Africa,Sierra Leone,gdpPercap,1982,1465.010784
Africa,Sierra Leone,lifeExp,1982,38.445
Africa,Sierra Leone,pop,1982,3464522.0
Africa,Sierra Leone,gdpPercap,1987,1294.447788
Africa,Sierra Leone,lifeExp,1987,40.006
Africa,Sierra Leone,pop,1987,3868905.0
Africa,Sierra Leone,gdpPercap,1992,1068.696278
Africa,Sierra Leone,lifeExp,1992,38.333
Africa,Sierra Leone,pop,1992,4260884.0
Africa,Sierra Leone,gdpPercap,1997,574.6481576
Africa,Sierra Leone,lifeExp,1997,39.897
Africa,Sierra Leone,pop,1997,4578212.0
Africa,Sierra Leone,gdpPercap,2002,699.489713
Africa,Sierra Leone,lifeExp,2002,41.012
Africa,Sierra Leone,pop,2002,5359092.0
Africa,Sierra Leone,gdpPercap,2007,862.5407561
Africa,Sierra Leone,lifeExp,2007,42.568
Africa,Sierra Leone,pop,2007,6144562.0
Africa,Somalia,gdpPercap,1952,1135.749842
Africa,Somalia,lifeExp,1952,32.978
Africa,Somalia,pop,1952,2526994.0
Africa,Somalia,gdpPercap,1957,1258.147413
Africa,Somalia,lifeExp,1957,34.977
Africa,Somalia,pop,1957,2780415.0
Africa,Somalia,gdpPercap,1962,1369.488336
Africa,Somalia,lifeExp,1962,36.981
Africa,Somalia,pop,1962,3080153.0
Africa,Somalia,gdpPercap,1967,1284.73318
Africa,Somalia,lifeExp,1967,38.977
Africa,Somalia,pop,1967,3428839.0
Africa,Somalia,gdpPercap,1972,1254.576127
Africa,Somalia,lifeExp,1972,40.973
Africa,Somalia,pop,1972,3840161.0
Africa,Somalia,gdpPercap,1977,1450.992513
Africa,Somalia,lifeExp,1977,41.974
Africa,Somalia,pop,1977,4353666.0
Africa,Somalia,gdpPercap,1982,1176.807031
Africa,Somalia,lifeExp,1982,42.955
Africa,Somalia,pop,1982,5828892.0
Africa,Somalia,gdpPercap,1987,1093.244963
Africa,Somalia,lifeExp,1987,44.501
Africa,Somalia,pop,1987,6921858.0
Africa,Somalia,gdpPercap,1992,926.9602964
Africa,Somalia,lifeExp,1992,39.658
Africa,Somalia,pop,1992,6099799.0
Africa,Somalia,gdpPercap,1997,930.5964284
Africa,Somalia,lifeExp,1997,43.795
Africa,Somalia,pop,1997,6633514.0
Africa,Somalia,gdpPercap,2002,882.0818218
Africa,Somalia,lifeExp,2002,45.936
Africa,Somalia,pop,2002,7753310.0
Africa,Somalia,gdpPercap,2007,926.1410683
Africa,Somalia,lifeExp,2007,48.159
Africa,Somalia,pop,2007,9118773.0
Africa,South Africa,gdpPercap,1952,4725.295531
Africa,South Africa,lifeExp,1952,45.009
Africa,South Africa,pop,1952,14264935.0
Africa,South Africa,gdpPercap,1957,5487.104219
Africa,South Africa,lifeExp,1957,47.985
Africa,South Africa,pop,1957,16151549.0
Africa,South Africa,gdpPercap,1962,5768.729717
Africa,South Africa,lifeExp,1962,49.951
Africa,South Africa,pop,1962,18356657.0
Africa,South Africa,gdpPercap,1967,7114.477971
Africa,South Africa,lifeExp,1967,51.927
Africa,South Africa,pop,1967,20997321.0
Africa,South Africa,gdpPercap,1972,7765.962636
Africa,South Africa,lifeExp,1972,53.696
Africa,South Africa,pop,1972,23935810.0
Africa,South Africa,gdpPercap,1977,8028.651439
Africa,South Africa,lifeExp,1977,55.527
Africa,South Africa,pop,1977,27129932.0
Africa,South Africa,gdpPercap,1982,8568.266228
Africa,South Africa,lifeExp,1982,58.161
Africa,South Africa,pop,1982,31140029.0
Africa,South Africa,gdpPercap,1987,7825.823398
Africa,South Africa,lifeExp,1987,60.834
Africa,South Africa,pop,1987,35933379.0
Africa,South Africa,gdpPercap,1992,7225.069258
Africa,South Africa,lifeExp,1992,61.888
Africa,South Africa,pop,1992,39964159.0
Africa,South Africa,gdpPercap,1997,7479.188244
Africa,South Africa,lifeExp,1997,60.236
Africa,South Africa,pop,1997,42835005.0
Africa,South Africa,gdpPercap,2002,7710.946444
Africa,South Africa,lifeExp,2002,53.365
Africa,South Africa,pop,2002,44433622.0
Africa,South Africa,gdpPercap,2007,9269.657808
Africa,South Africa,lifeExp,2007,49.339
Africa,South Africa,pop,2007,43997828.0
Africa,Sudan,gdpPercap,1952,1615.991129
Africa,Sudan,lifeExp,1952,38.635
Africa,Sudan,pop,1952,8504667.0
Africa,Sudan,gdpPercap,1957,1770.337074
Africa,Sudan,lifeExp,1957,39.624
Africa,Sudan,pop,1957,9753392.0
Africa,Sudan,gdpPercap,1962,1959.593767
Africa,Sudan,lifeExp,1962,40.87
Africa,Sudan,pop,1962,11183227.0
Africa,Sudan,gdpPercap,1967,1687.997641
Africa,Sudan,lifeExp,1967,42.858
Africa,Sudan,pop,1967,12716129.0
Africa,Sudan,gdpPercap,1972,1659.652775
Africa,Sudan,lifeExp,1972,45.083
Africa,Sudan,pop,1972,14597019.0
Africa,Sudan,gdpPercap,1977,2202.988423
Africa,Sudan,lifeExp,1977,47.8
Africa,Sudan,pop,1977,17104986.0
Africa,Sudan,gdpPercap,1982,1895.544073
Africa,Sudan,lifeExp,1982,50.338
Africa,Sudan,pop,1982,20367053.0
Africa,Sudan,gdpPercap,1987,1507.819159
Africa,Sudan,lifeExp,1987,51.744
Africa,Sudan,pop,1987,24725960.0
Africa,Sudan,gdpPercap,1992,1492.197043
Africa,Sudan,lifeExp,1992,53.556
Africa,Sudan,pop,1992,28227588.0
Africa,Sudan,gdpPercap,1997,1632.210764
Africa,Sudan,lifeExp,1997,55.373
Africa,Sudan,pop,1997,32160729.0
Africa,Sudan,gdpPercap,2002,1993.398314
Africa,Sudan,lifeExp,2002,56.369
Africa,Sudan,pop,2002,37090298.0
Africa,Sudan,gdpPercap,2007,2602.394995
Africa,Sudan,lifeExp,2007,58.556
Africa,Sudan,pop,2007,42292929.0
Africa,Swaziland,gdpPercap,1952,1148.376626
Africa,Swaziland,lifeExp,1952,41.407
Africa,Swaziland,pop,1952,290243.0
Africa,Swaziland,gdpPercap,1957,1244.708364
Africa,Swaziland,lifeExp,1957,43.424
Africa,Swaziland,pop,1957,326741.0
Africa,Swaziland,gdpPercap,1962,1856.182125
Africa,Swaziland,lifeExp,1962,44.992
Africa,Swaziland,pop,1962,370006.0
Africa,Swaziland,gdpPercap,1967,2613.101665
Africa,Swaziland,lifeExp,1967,46.633
Africa,Swaziland,pop,1967,420690.0
Africa,Swaziland,gdpPercap,1972,3364.836625
Africa,Swaziland,lifeExp,1972,49.552
Africa,Swaziland,pop,1972,480105.0
Africa,Swaziland,gdpPercap,1977,3781.410618
Africa,Swaziland,lifeExp,1977,52.537
Africa,Swaziland,pop,1977,551425.0
Africa,Swaziland,gdpPercap,1982,3895.384018
Africa,Swaziland,lifeExp,1982,55.561
Africa,Swaziland,pop,1982,649901.0
Africa,Swaziland,gdpPercap,1987,3984.839812
Africa,Swaziland,lifeExp,1987,57.678
Africa,Swaziland,pop,1987,779348.0
Africa,Swaziland,gdpPercap,1992,3553.0224
Africa,Swaziland,lifeExp,1992,58.474
Africa,Swaziland,pop,1992,962344.0
Africa,Swaziland,gdpPercap,1997,3876.76846
Africa,Swaziland,lifeExp,1997,54.289
Africa,Swaziland,pop,1997,1054486.0
Africa,Swaziland,gdpPercap,2002,4128.116943
Africa,Swaziland,lifeExp,2002,43.869
Africa,Swaziland,pop,2002,1130269.0
Africa,Swaziland,gdpPercap,2007,4513.480643
Africa,Swaziland,lifeExp,2007,39.613
Africa,Swaziland,pop,2007,1133066.0
Africa,Tanzania,gdpPercap,1952,716.6500721
Africa,Tanzania,lifeExp,1952,41.215
Africa,Tanzania,pop,1952,8322925.0
Africa,Tanzania,gdpPercap,1957,698.5356073
Africa,Tanzania,lifeExp,1957,42.974
Africa,Tanzania,pop,1957,9452826.0
Africa,Tanzania,gdpPercap,1962,722.0038073
Africa,Tanzania,lifeExp,1962,44.246
Africa,Tanzania,pop,1962,10863958.0
Africa,Tanzania,gdpPercap,1967,848.2186575
Africa,Tanzania,lifeExp,1967,45.757
Africa,Tanzania,pop,1967,12607312.0
Africa,Tanzania,gdpPercap,1972,915.9850592
Africa,Tanzania,lifeExp,1972,47.62
Africa,Tanzania,pop,1972,14706593.0
Africa,Tanzania,gdpPercap,1977,962.4922932
Africa,Tanzania,lifeExp,1977,49.919
Africa,Tanzania,pop,1977,17129565.0
Africa,Tanzania,gdpPercap,1982,874.2426069
Africa,Tanzania,lifeExp,1982,50.608
Africa,Tanzania,pop,1982,19844382.0
Africa,Tanzania,gdpPercap,1987,831.8220794
Africa,Tanzania,lifeExp,1987,51.535
Africa,Tanzania,pop,1987,23040630.0
Africa,Tanzania,gdpPercap,1992,825.682454
Africa,Tanzania,lifeExp,1992,50.44
Africa,Tanzania,pop,1992,26605473.0
Africa,Tanzania,gdpPercap,1997,789.1862231
Africa,Tanzania,lifeExp,1997,48.466
Africa,Tanzania,pop,1997,30686889.0
Africa,Tanzania,gdpPercap,2002,899.0742111
Africa,Tanzania,lifeExp,2002,49.651
Africa,Tanzania,pop,2002,34593779.0
Africa,Tanzania,gdpPercap,2007,1107.482182
Africa,Tanzania,lifeExp,2007,52.517
Africa,Tanzania,pop,2007,38139640.0
Africa,Togo,gdpPercap,1952,859.8086567
Africa,Togo,lifeExp,1952,38.596
Africa,Togo,pop,1952,1219113.0
Africa,Togo,gdpPercap,1957,925.9083202
Africa,Togo,lifeExp,1957,41.208
Africa,Togo,pop,1957,1357445.0
Africa,Togo,gdpPercap,1962,1067.53481
Africa,Togo,lifeExp,1962,43.922
Africa,Togo,pop,1962,1528098.0
Africa,Togo,gdpPercap,1967,1477.59676
Africa,Togo,lifeExp,1967,46.769
Africa,Togo,pop,1967,1735550.0
Africa,Togo,gdpPercap,1972,1649.660188
Africa,Togo,lifeExp,1972,49.759
Africa,Togo,pop,1972,2056351.0
Africa,Togo,gdpPercap,1977,1532.776998
Africa,Togo,lifeExp,1977,52.887
Africa,Togo,pop,1977,2308582.0
Africa,Togo,gdpPercap,1982,1344.577953
Africa,Togo,lifeExp,1982,55.471
Africa,Togo,pop,1982,2644765.0
Africa,Togo,gdpPercap,1987,1202.201361
Africa,Togo,lifeExp,1987,56.941
Africa,Togo,pop,1987,3154264.0
Africa,Togo,gdpPercap,1992,1034.298904
Africa,Togo,lifeExp,1992,58.061
Africa,Togo,pop,1992,3747553.0
Africa,Togo,gdpPercap,1997,982.2869243
Africa,Togo,lifeExp,1997,58.39
Africa,Togo,pop,1997,4320890.0
Africa,Togo,gdpPercap,2002,886.2205765
Africa,Togo,lifeExp,2002,57.561
Africa,Togo,pop,2002,4977378.0
Africa,Togo,gdpPercap,2007,882.9699438
Africa,Togo,lifeExp,2007,58.42
Africa,Togo,pop,2007,5701579.0
Africa,Tunisia,gdpPercap,1952,1468.475631
Africa,Tunisia,lifeExp,1952,44.6
Africa,Tunisia,pop,1952,3647735.0
Africa,Tunisia,gdpPercap,1957,1395.232468
Africa,Tunisia,lifeExp,1957,47.1
Africa,Tunisia,pop,1957,3950849.0
Africa,Tunisia,gdpPercap,1962,1660.30321
Africa,Tunisia,lifeExp,1962,49.579
Africa,Tunisia,pop,1962,4286552.0
Africa,Tunisia,gdpPercap,1967,1932.360167
Africa,Tunisia,lifeExp,1967,52.053
Africa,Tunisia,pop,1967,4786986.0
Africa,Tunisia,gdpPercap,1972,2753.285994
Africa,Tunisia,lifeExp,1972,55.602
Africa,Tunisia,pop,1972,5303507.0
Africa,Tunisia,gdpPercap,1977,3120.876811
Africa,Tunisia,lifeExp,1977,59.837
Africa,Tunisia,pop,1977,6005061.0
Africa,Tunisia,gdpPercap,1982,3560.233174
Africa,Tunisia,lifeExp,1982,64.048
Africa,Tunisia,pop,1982,6734098.0
Africa,Tunisia,gdpPercap,1987,3810.419296
Africa,Tunisia,lifeExp,1987,66.894
Africa,Tunisia,pop,1987,7724976.0
Africa,Tunisia,gdpPercap,1992,4332.720164
Africa,Tunisia,lifeExp,1992,70.001
Africa,Tunisia,pop,1992,8523077.0
Africa,Tunisia,gdpPercap,1997,4876.798614
Africa,Tunisia,lifeExp,1997,71.973
Africa,Tunisia,pop,1997,9231669.0
Africa,Tunisia,gdpPercap,2002,5722.895655
Africa,Tunisia,lifeExp,2002,73.042
Africa,Tunisia,pop,2002,9770575.0
Africa,Tunisia,gdpPercap,2007,7092.923025
Africa,Tunisia,lifeExp,2007,73.923
Africa,Tunisia,pop,2007,10276158.0
Africa,Uganda,gdpPercap,1952,734.753484
Africa,Uganda,lifeExp,1952,39.978
Africa,Uganda,pop,1952,5824797.0
Africa,Uganda,gdpPercap,1957,774.3710692
Africa,Uganda,lifeExp,1957,42.571
Africa,Uganda,pop,1957,6675501.0
Africa,Uganda,gdpPercap,1962,767.2717398
Africa,Uganda,lifeExp,1962,45.344
Africa,Uganda,pop,1962,7688797.0
Africa,Uganda,gdpPercap,1967,908.9185217
Africa,Uganda,lifeExp,1967,48.051
Africa,Uganda,pop,1967,8900294.0
Africa,Uganda,gdpPercap,1972,950.735869
Africa,Uganda,lifeExp,1972,51.016
Africa,Uganda,pop,1972,10190285.0
Africa,Uganda,gdpPercap,1977,843.7331372
Africa,Uganda,lifeExp,1977,50.35
Africa,Uganda,pop,1977,11457758.0
Africa,Uganda,gdpPercap,1982,682.2662268
Africa,Uganda,lifeExp,1982,49.849
Africa,Uganda,pop,1982,12939400.0
Africa,Uganda,gdpPercap,1987,617.7244065
Africa,Uganda,lifeExp,1987,51.509
Africa,Uganda,pop,1987,15283050.0
Africa,Uganda,gdpPercap,1992,644.1707969
Africa,Uganda,lifeExp,1992,48.825
Africa,Uganda,pop,1992,18252190.0
Africa,Uganda,gdpPercap,1997,816.559081
Africa,Uganda,lifeExp,1997,44.578
Africa,Uganda,pop,1997,21210254.0
Africa,Uganda,gdpPercap,2002,927.7210018
Africa,Uganda,lifeExp,2002,47.813
Africa,Uganda,pop,2002,24739869.0
Africa,Uganda,gdpPercap,2007,1056.380121
Africa,Uganda,lifeExp,2007,51.542
Africa,Uganda,pop,2007,29170398.0
Africa,Zambia,gdpPercap,1952,1147.388831
Africa,Zambia,lifeExp,1952,42.038
Africa,Zambia,pop,1952,2672000.0
Africa,Zambia,gdpPercap,1957,1311.956766
Africa,Zambia,lifeExp,1957,44.077
Africa,Zambia,pop,1957,3016000.0
Africa,Zambia,gdpPercap,1962,1452.725766
Africa,Zambia,lifeExp,1962,46.023
Africa,Zambia,pop,1962,3421000.0
Africa,Zambia,gdpPercap,1967,1777.077318
Africa,Zambia,lifeExp,1967,47.768
Africa,Zambia,pop,1967,3900000.0
Africa,Zambia,gdpPercap,1972,1773.498265
Africa,Zambia,lifeExp,1972,50.107
Africa,Zambia,pop,1972,4506497.0
Africa,Zambia,gdpPercap,1977,1588.688299
Africa,Zambia,lifeExp,1977,51.386
Africa,Zambia,pop,1977,5216550.0
Africa,Zambia,gdpPercap,1982,1408.678565
Africa,Zambia,lifeExp,1982,51.821
Africa,Zambia,pop,1982,6100407.0
Africa,Zambia,gdpPercap,1987,1213.315116
Africa,Zambia,lifeExp,1987,50.821
Africa,Zambia,pop,1987,7272406.0
Africa,Zambia,gdpPercap,1992,1210.884633
Africa,Zambia,lifeExp,1992,46.1
Africa,Zambia,pop,1992,8381163.0
Africa,Zambia,gdpPercap,1997,1071.353818
Africa,Zambia,lifeExp,1997,40.238
Africa,Zambia,pop,1997,9417789.0
Africa,Zambia,gdpPercap,2002,1071.613938
Africa,Zambia,lifeExp,2002,39.193
Africa,Zambia,pop,2002,10595811.0
Africa,Zambia,gdpPercap,2007,1271.211593
Africa,Zambia,lifeExp,2007,42.384
Africa,Zambia,pop,2007,11746035.0
Africa,Zimbabwe,gdpPercap,1952,406.8841148
Africa,Zimbabwe,lifeExp,1952,48.451
Africa,Zimbabwe,pop,1952,3080907.0
Africa,Zimbabwe,gdpPercap,1957,518.7642681
Africa,Zimbabwe,lifeExp,1957,50.469
Africa,Zimbabwe,pop,1957,3646340.0
Africa,Zimbabwe,gdpPercap,1962,527.2721818
Africa,Zimbabwe,lifeExp,1962,52.358
Africa,Zimbabwe,pop,1962,4277736.0
Africa,Zimbabwe,gdpPercap,1967,569.7950712
Africa,Zimbabwe,lifeExp,1967,53.995
Africa,Zimbabwe,pop,1967,4995432.0
Africa,Zimbabwe,gdpPercap,1972,799.3621758
Africa,Zimbabwe,lifeExp,1972,55.635
Africa,Zimbabwe,pop,1972,5861135.0
Africa,Zimbabwe,gdpPercap,1977,685.5876821
Africa,Zimbabwe,lifeExp,1977,57.674
Africa,Zimbabwe,pop,1977,6642107.0
Africa,Zimbabwe,gdpPercap,1982,788.8550411
Africa,Zimbabwe,lifeExp,1982,60.363
Africa,Zimbabwe,pop,1982,7636524.0
Africa,Zimbabwe,gdpPercap,1987,706.1573059
Africa,Zimbabwe,lifeExp,1987,62.351
Africa,Zimbabwe,pop,1987,9216418.0
Africa,Zimbabwe,gdpPercap,1992,693.4207856
Africa,Zimbabwe,lifeExp,1992,60.377
Africa,Zimbabwe,pop,1992,10704340.0
Africa,Zimbabwe,gdpPercap,1997,792.4499603
Africa,Zimbabwe,lifeExp,1997,46.809
Africa,Zimbabwe,pop,1997,11404948.0
Africa,Zimbabwe,gdpPercap,2002,672.0386227
Africa,Zimbabwe,lifeExp,2002,39.989
Africa,Zimbabwe,pop,2002,11926563.0
Africa,Zimbabwe,gdpPercap,2007,469.7092981
Africa,Zimbabwe,lifeExp,2007,43.487
Africa,Zimbabwe,pop,2007,12311143.0
